# Reference time: 2020-04-15 08:48:05.557
#
# Each line represents a single LED (low energy detector) count.
#
# tus -- time of the count, microsecond
# erg -- energy of the count in channel units
# dau -- DAU (detector assembly unit) of the count (there are four DAUs: 0, 1, 2, 3)
# add -- address of the count within the DAU (each DAU has 32 addresses: [0:31])
# chn -- channel of the count for each address (each address has 128 channels: [0:127])
# mlh -- "multihit" flag of the count, meaning how many simultaneous counts were detected: [0:3]
#         0 --> a single count
#         1 --> 2 counts
#         2 --> 3 counts
#         3 --> 4+ counts
#
#
#
#     tus      erg   dau  add    chn   mlh
#
  872831     862    3     9      9    0 
  872832     194    0     2     75    0 
  872839     343    2     9     88    0 
  872897     213    1    22     56    0 
  872914     994    0     3     22    2 
  873018     867    1     6     63    1 
  873138     861    0    18     87    0 
  873138     883    0    27    112    0 
  873710     866    0     3     67    0 
  874466     267    1     4     83    0 
  874741     328    2     1    103    0 
  874741     233    3    13      9    0 
  874741    1023    3    23    127    2 
  874813     898    0    12     77    0 
  874813     859    0    20     29    0 
  874817     170    0    12     79    0 
  875004     601    1     2     28    0 
  875362     394    0    31      7    0 
  875439     545    3    14     27    0 
  875726     910    2    29     98    0 
  877507     179    3    17     94    0 
  878266    1023    1     7    127    1 
  879015     374    0     0     34    0 
  879058     349    1    13     31    0 
  879059    1022    0    31    111    1 
  879059     935    1     1     56    0 
  879122     869    3     8     14    0 
  879185     404    0    19     78    0 
  879473     465    1     1    108    0 
  879839     432    2    15     76    0 
  880100     606    3    28     52    0 
  880159     897    2     4     82    0 
  880566     866    3    10    112    0 
  880566     883    0    24     88    0 
  880566     249    1     6     66    0 
  880566     883    3    22     91    1 
  880566     506    0    16     67    0 
  880567     269    0    11     82    0 
  880567     340    3    28     88    0 
  880771     394    2     0    104    0 
  880900    1023    2    25    127    3 
  881641     247    3     3     14    0 
  881779    1004    0    18    127    1 
  881998     868    1    30     15    0 
  882193     917    1    16     11    0 
  882193    1014    2     9     13    1 
  882358     516    3    31     71    0 
  882694     203    0     9     30    0 
  883003     866    0    16    101    0 
  883349     861    0    18     82    0 
  883350     329    2    12     79    0 
  883531     867    1    29     99    0 
  883569     325    1     6    110    0 
  883681     282    1     4     81    0 
  883697     563    3     3     15    0 
  883980     361    3    18     36    0 
  884253     845    1    15     52    0 
  884927     342    1    24     87    0 
  885494     174    0     2     74    0 
  885908     708    1    29     60    0 
  886092    1006    3    31    127    3 
  886092    1023    2     5    123    2 
  886092    1023    3    23    119    1 
  886981     426    3    13     23    0 
  887167     184    2     6    116    0 
  887453     280    2    25    124    0 
  887472     277    0    26     52    0 
  887722     883    0    24     41    0 
  887722     854    3    14     94    0 
  887722    1014    2    15    127    3 
  887722    1023    2    23    107    1 
  887723     488    2     5     42    0 
  887727     187    2    14    100    0 
  888095     874    1    28     22    0 
  888096     432    1    20    127    0 
  888101     153    1    28     18    0 
  888337     420    3    15     98    0 
  888377    1023    0    15    119    3 
  888381     178    0    15     53    1 
  888705     242    3    10    107    0 
  889544     868    1    13     24    0 
  889852     866    2    31     48    0 
  890704     870    3    21    127    0 
  890995     915    1    22    115    0 
  891047     335    2    11     59    0 
  891277     234    3    19      9    0 
  891615     698    2    31     25    0 
  891790     852    0     7     52    0 
  892031     768    3     4    103    0 
  892203     191    1     2     85    0 
  892470     817    3    13     98    0 
  892470     856    3    19     80    0 
  892503     885    2    21     42    0 
  892656     441    2    16    111    0 
  892750     849    0     6      6    0 
  892788     607    3    30    103    0 
  892982     315    1    18     98    0 
  893102    1023    1     7    107    1 
  893107     157    1     6    107    0 
  893279     874    3    25     15    0 
  893279    1008    1    27    123    1 
  893345     856    0    17     33    0 
  893610     882    2    19    115    0 
  893901     649    0    27     30    0 
  893901    1023    1     7     79    1 
  893901     897    0     9     27    0 
  894236     168    2     7     90    0 
  894271     561    1    18    105    0 
  894353     430    1     2     57    0 
  894673     255    2     4     78    0 
  894679     571    0    31     19    0 
  894679    1023    1     7     78    1 
  895005     863    3    24     41    1 
  895006     820    0    30      7    0 
  895101     205    2    29    123    0 
  895166     945    1     4     95    1 
  895249     890    2    28     80    0 
  895249     907    2    13     70    0 
  895250     540    2     5     37    0 
  895422     856    3    12     33    0 
  895628     641    1    18     15    0 
  896245     767    3     4     36    0 
  896510     568    2    14     14    0 
  896532     873    3    23     77    0 
  896532     312    3    15     37    0 
  896532     225    3    30     27    0 
  896742     884    0    31     32    0 
  896745     911    2    29     96    0 
  897191     191    2    15     15    0 
  897202     426    3    10     29    0 
  897714     816    0     9     86    0 
  897798     404    0     8     43    0 
  897860     372    1    25     71    0 
  897940     169    2     0    116    0 
  898244     282    1    20     13    0 
  898380     924    1     3     82    0 
  898822     900    2    25     60    0 
  899028     316    3    12     91    0 
  899130     266    1    12     74    0 
  899473     217    3    14     89    0 
  899647     455    0     5     47    0 
  900446     455    1    14     21    0 
  900669     919    1    19     94    0 
  900669     316    0     6      0    0 
  900669    1023    1     7    109    1 
  900669    1023    0    11     63    1 
  900669    1021    1    13     55    2 
  900669    1010    0    23    123    3 
  900669    1022    0    27    125    1 
  900816     901    2     1     27    0 
  900822     715    2     1      2    0 
  900954     818    3    31     45    1 
  900955     427    2     2     87    0 
  901301    1023    2     6     95    1 
  901339     281    3    13    117    0 
  901639     914    2     2    111    1 
  901765     848    0    22     15    0 
  901886     207    2     4    103    0 
  902235     808    1    14     28    0 
  902235     300    2    13     10    0 
  903204     663    0    21     90    0 
  903205    1008    1    31    123    1 
  903205     454    3    17     85    0 
  903545     274    0     8     88    0 
  903934     297    1    16     48    0 
  904425     418    2     9     77    0 
  904425     893    2    27     71    0 
  904426     400    3    26     59    1 
  904673     687    3    13    101    0 
  904673     380    3     6     55    0 
  905031     866    3    20     46    0 
  905287     889    0    10     32    0 
  905644     850    0     7     63    1 
  905645     914    0    15    112    0 
  905912     778    0     4     42    0 
  905919     204    0    15     11    0 
  906276     386    3    18     76    0 
  906386     558    3     4    120    0 
  906474     314    0    29     87    0 
  906538     895    0    12     37    0 
  906538     265    1    30     22    0 
  906586     180    3    31     38    0 
  906784     162    3    27     36    0 
  906828     243    1     8     86    0 
  906828     877    3    16     48    0 
  907282     309    1     2    110    0 
  907352     340    2    30    110    0 
  907922     255    1    17     40    0 
  908103     586    3    21     13    0 
  908103     453    3    29    112    0 
